country,indicator_id,focal_2024_indicator_id_map,category,indicator_label_short,weight_inferred,max_score,weighted_score,raw_score,note
Belgium,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,,,not_assessable
Colombia,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,0,0,
Mexico,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,,,not_assessable
Poland,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,,,not_assessable
Georgia,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,0,0,
Israel,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,0,0,
Netherlands,timeliness.2,timeliness.3,Timeliness,Ministerial diaries are disclosed,1,2,,,not_assessable
Canada,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,openness.1,openness.1,Openness,Lobbyist register is online,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,openness.1,openness.1,Openness,Lobbyist register is online,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,openness.1,openness.1,Openness,Lobbyist register is online,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,openness.1,openness.1,Openness,Lobbyist register is online,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,openness.1,openness.1,Openness,Lobbyist register is online,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Chile,openness.2,openness.2,Openness,Diaries available online,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
France,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Finland,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Estonia,openness.2,openness.2,Openness,Diaries available online,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Germany,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Latvia,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Montenegro,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Peru,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Italy,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
United Kingdom,openness.2,openness.2,Openness,Diaries available online,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Romania,openness.2,openness.2,Openness,Diaries available online,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Colombia,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Poland,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Georgia,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,openness.2,openness.2,Openness,Diaries available online,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,openness.2,openness.2,Openness,Diaries available online,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Canada,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,3,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,3,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,3,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,openness.3,openness.3,Openness,"Open data: machine-readable,",3,6,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,openness.4,openness.4,Openness,"Downloadable (e.g., entire data set",3,6,6,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,openness.4,openness.4,Openness,"Downloadable (e.g., entire data set",3,6,3,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,openness.4,openness.4,Openness,"Downloadable (e.g., entire data set",3,6,3,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
