principal_id	id	name	source_state	classification	legal_form	sector	contact_details_json	ceo_name	business_or_interest	lobbying_interests_prose
10997	WI-principal-10997	Wisconsin Coalition Against Sexual Assault	WI				"[{""type"":""address"",""value"":""2801 West Beltline Hwy, Ste 202\nMadison, WI 53713"",""note"":""""},{""type"":""phone"",""value"":""(608) 257-1516"",""note"":""""},{""type"":""email"",""value"":""attorney@wcasa.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wcasa.org"",""note"":""""}]"		Provides technical assistance, policy advocacy and information to local sexual assault service providers.	We are committed to legislative efforts that are proactive and victim/survivor focused (i.e., protect victim privacy).
10998	WI-principal-10998	Wisconsin Insurance Alliance	WI				"[{""type"":""address"",""value"":""44 E Mifflin St, Ste 901\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 255-1749"",""note"":""""},{""type"":""email"",""value"":""afranken@wisinsalliance.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wisinsalliance.com"",""note"":""""}]"	Andrew Franken	Property and casualty insurance companies.	Areas dealing with insurance, liability law, insurance regulation, and other matters affecting the property and casualty insurance industry.
11000	WI-principal-11000	United HealthCare Services, Inc.	WI				"[{""type"":""address"",""value"":""125 South 84th Street, Suite 400\nMilwaukee, WI 53214"",""note"":""""},{""type"":""phone"",""value"":""(414) 507-1357"",""note"":""""},{""type"":""email"",""value"":""karla_ashenhurst@uhg.com"",""note"":""""}]"	Tarrant Jeffrey Putnam	Legislation and Administrative Rules affecting individual, small, and large group health insurance plans, Medicaid and other government-sponsored health care programs.	Legislation and Administrative Rules affecting individual, small, and large group health insurance plans, Medicaid and other government-sponsored health care programs.
11002	WI-principal-11002	Wisconsin Early Childhood Association	WI				"[{""type"":""address"",""value"":""2908 Marketplace Dr Ste 101\nFitchburg, WI 53719"",""note"":""""},{""type"":""phone"",""value"":""6087291042"",""note"":""""},{""type"":""email"",""value"":""ruschmidt@wisconsinearlychildhood.org"",""note"":""""},{""type"":""website"",""value"":""https://wisconsinearlychildhood.org/"",""note"":""""}]"		early childhood care and education	Child care, child care counts, early childhood care and education, state budget, Department of Children and Families, YoungStar, WI Shares Subsidy, child care regulation and licensing. TEACH Scholarships, REWARD Stipends, WI Early Education Shared Services Network, 4K and 4KCA, CCDF and TANF funding, child care workforce, and any other issues impacting early care and education.
11004	WI-principal-11004	Wisconsin Counties Utility Tax Association	WI				"[{""type"":""address"",""value"":""22 E. Mifflin St., Ste. 900\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 628-3275"",""note"":""""},{""type"":""email"",""value"":""shawn@pfaffpublicaffairs.com"",""note"":""""}]"		Association of counties interested in utility tax/utility aid issues	Areas affecting the utility tax revenue and utility aid formula in lieu of property taxes
11007	WI-principal-11007	World Relief Corporation of National Association of Evangelicals	WI				"[{""type"":""address"",""value"":""73 S Lasalle St\nAurora , IL 60505"",""note"":""""},{""type"":""phone"",""value"":""920-428-9534"",""note"":""""},{""type"":""email"",""value"":""msoerens@wr.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wr.org"",""note"":""""}]"		The organization was founded in the aftermath of World War II to respond to the urgent humanitarian needs of war-torn Europe. Since then, for 80 years, across 100 countries, World Relief has partnered with local churches and communities to build a world where families thrive and communities flourish. Today, organizational programming focuses on humanitarian and disaster response, as well as community strengthening and resilience.	Our local staff may seek to meet with legislators on issues related to immigrants, refugee resettlement, and religious freedom to carry out organizational mission
11008	WI-principal-11008	Excellence in Education National, Inc., d/b/a Excellence in Education in Action	WI				"[{""type"":""address"",""value"":""PO Box 10691\nTallahassee, FL 32302"",""note"":""""},{""type"":""phone"",""value"":""850-391-4200"",""note"":""""},{""type"":""email"",""value"":""stateoutreach@excelined.org"",""note"":""""}]"		The organization is a 501(c)(4) social welfare organization that is focused on education issues.	K-12 Education Issues
11010	WI-principal-11010	CFC Action Fund	WI				"[{""type"":""address"",""value"":""700 W Virginia St, Suite 604\nMilwaukee, WI 53204"",""note"":""""},{""type"":""phone"",""value"":""4149885359"",""note"":""""},{""type"":""email"",""value"":""colleston.morgan@cfcactionfund.org"",""note"":""""},{""type"":""website"",""value"":""http://www.cfcactionfund.org"",""note"":""""}]"		Efforts to move Milwaukee forward by eliminating educational inequities and ensuring every child has access to a great school	Statewide and Milwaukee K-12 education issues, school funding, and policies related to improving access to quality education
11011	WI-principal-11011	WM (Formerly Waste Management)	WI				"[{""type"":""address"",""value"":""1901 Ames Drive\nBurnsville, MN 55306"",""note"":""""},{""type"":""phone"",""value"":""651-334-4309"",""note"":""""},{""type"":""email"",""value"":""jketchum@wm.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wm.com"",""note"":""""}]"	James Fish	WM (WM.com) is North America’s leading provider of comprehensive environmental solutions. Previously known as Waste Management and based in Houston, Texas, WM is driven by commitments to put people first and achieve success with integrity. The company, through its subsidiaries, provides collection, recycling, and disposal services to millions of residential, commercial, industrial, and municipal customers throughout the U.S. and Canada. With innovative infrastructure and capabilities in recycling, organics, and renewable energy, WM provides environmental solutions to and collaborates with its customers in helping them achieve their sustainability goals.	We are primarily interested in policies affecting sustainability, environmental regulation, transportation, energy and general business matters.
11013	WI-principal-11013	Vivent Health	WI				"[{""type"":""address"",""value"":""1311 N 16th Street\nMilwaukee, WI 53212"",""note"":""""},{""type"":""phone"",""value"":""(414) 225-1572"",""note"":""""},{""type"":""email"",""value"":""bill.keeton@viventhealth.org"",""note"":""""},{""type"":""website"",""value"":""http://www.viventhealth.org"",""note"":""""}]"		HIV/AIDS prevention, care and treatment services; sexual health, including the screening, diagnosis and treatment of sexually transmitted infections; hepatitis C prevention, care and treatment services.	Areas related to HIV & AIDS,  public health, public health funding, medical assistance/Medicaid reimbursement and eligibility, and sexual health, including sexually transmitted infections.
11014	WI-principal-11014	Wisconsin Utility Tax Association	WI				"[{""type"":""address"",""value"":""5300 86th Place\nPleasant Prarie, WI 53158"",""note"":""""},{""type"":""phone"",""value"":""(262) 945-3616"",""note"":""""},{""type"":""email"",""value"":""jplautz@aol.com"",""note"":""""}]"		Address issues RE: hosting of utility production facilities.	Siting of production facilities, concerns of host communities, networks and transmission corridors, compensation, assessment.  Public Service Commission rules, studies and proposals. utility aid payments
11015	WI-principal-11015	Wisconsin Horse Council	WI				"[{""type"":""address"",""value"":""121 S. Ludington St #1\nColumbus, WI 53925"",""note"":""""},{""type"":""phone"",""value"":""608/513-4488"",""note"":""""},{""type"":""email"",""value"":""equuspo@gmail.com"",""note"":""""}]"	Anne Murphy	Horse industry.	All legislation and rules affecting the horse industry, individual horse owners and breeders.
11016	WI-principal-11016	Wisconsin Fairs	WI				"[{""type"":""address"",""value"":""5320  Hwy  F\nMerrill, WI 54452"",""note"":""""},{""type"":""phone"",""value"":""(715) 536-0246"",""note"":""""},{""type"":""email"",""value"":""wisfairs@mail.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wifairs.com"",""note"":""""}]"	Mary Check	Organization supporting county fairs	All interests related to county fairs.
11017	WI-principal-11017	Indivior Inc	WI				"[{""type"":""address"",""value"":""10710 Midlothian Turnpike\nRichmond, VA 23235"",""note"":""""},{""type"":""phone"",""value"":""8044021297"",""note"":""""},{""type"":""email"",""value"":""frank.purcell@indivior.com"",""note"":""""},{""type"":""website"",""value"":""http://www.indivior.com"",""note"":""""}]"	Mark Crossley	Pharmaceutical Industry	Issues related to substance abuse and healthcare
11018	WI-principal-11018	City of Milwaukee	WI				"[{""type"":""address"",""value"":""City Hall, 200 E Wells ST, Room 606\nMilwaukee , WI 53202"",""note"":""""},{""type"":""phone"",""value"":""414-286-5584"",""note"":""""},{""type"":""email"",""value"":""derjoh@milwaukee.gov"",""note"":""""},{""type"":""website"",""value"":""https://city.milwaukee.gov/doa/IRD"",""note"":""""}]"		Municipality serving approximately 569,330 residents.	Any and all areas that affect a municipal corporation, or its residents, and taxpayers.
11020	WI-principal-11020	Wisconsin Auctioneers Association	WI				"[{""type"":""address"",""value"":""2080 W 9th Avenue # 310\nOshkosh, WI 54904"",""note"":""""},{""type"":""phone"",""value"":""608-228-4880"",""note"":""""},{""type"":""email"",""value"":""info@wisconsinauctioneers.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wisconsinauctioneers.org"",""note"":""""}]"		Auctioneers and the auction method of selling.	"Auctioneer Licensing
Sales and Use Tax
Online Auctions
Farm Auctions"
11021	WI-principal-11021	Hy-Vee, Inc.	WI				"[{""type"":""address"",""value"":""10150 Oak Shore Dr.\nLakeville, MN 55044"",""note"":""""},{""type"":""phone"",""value"":""6124178238"",""note"":""""},{""type"":""email"",""value"":""dwolter@hy-vee.com"",""note"":""""},{""type"":""website"",""value"":""http://www.hy-vee.com"",""note"":""""}]"	Jeremy Gosch	Grocery retailer, pharmacy, liquor retailer, convenience store	Taxes, business regulation, employment law, pharmacy, liquor regulation, food safety, workers compensation, unemployment insurance
11023	WI-principal-11023	The Alliance	WI				"[{""type"":""address"",""value"":""PO Box 44365\nMadison, WI 53744"",""note"":""""},{""type"":""phone"",""value"":""(608) 210-6603"",""note"":""""},{""type"":""email"",""value"":""ckubiak@the-alliance.org"",""note"":""""},{""type"":""website"",""value"":""http://www.the-alliance.org"",""note"":""""}]"	Curt Kubiak	A not-for-profit cooperative of employers moving health care forward by controlling costs, improving quality, and engaging individuals in their health.	Health care, health insurance and employer sponsored health benefits.
