principal_id	bucket	item_id	item_name	item_description	period_label	percent
10959	Topics Not Yet Assigned A Bill Or Rule Number	64465	LRB-4297/P2: exempting certain agricultural buildings from automatic fire sprinkler requirements		2025 July - December	3%
10959	Topics Not Yet Assigned A Bill Or Rule Number	64572	Recertification Process for Commercial Pesticide Applicators		2025 July - December	5%
10959	Topics Not Yet Assigned A Bill Or Rule Number	64666	LRB 3318/1 & 5591/1, relating to: the commercial driver training grant program		2025 July - December	4%
10960	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	50%
10961	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 January - June	36%
10961	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 July - December	30%
10961	Legislative Bills/Resolutions	25007	Assembly Bill 217	Relating to: local government competitive bidding thresholds. (FE)	2025 January - June	7%
10961	Legislative Bills/Resolutions	25750	Senate Bill 528	Relating to: certain airport improvement contracts. (FE)	2025 July - December	2%
10961	Legislative Bills/Resolutions	25763	Assembly Bill 509	Relating to: alternative delivery of projects contracted by the Department of Transportation. (FE)	2025 July - December	27%
10961	Topics Not Yet Assigned A Bill Or Rule Number	56925	Alternative highway project delivery methods		2025 January - June	9%
10961	Topics Not Yet Assigned A Bill Or Rule Number	56927	Utility location and excavation		2025 January - June	6%
10961	Topics Not Yet Assigned A Bill Or Rule Number	56927	Utility location and excavation		2025 July - December	15%
10961	Topics Not Yet Assigned A Bill Or Rule Number	56939	Relating to the Wisconsin Claims Board		2025 January - June	3%
10961	Topics Not Yet Assigned A Bill Or Rule Number	56942	Efforts to enhance Work Zone Safety		2025 January - June	11%
10961	Topics Not Yet Assigned A Bill Or Rule Number	56942	Efforts to enhance Work Zone Safety		2025 July - December	3%
10961	Topics Not Yet Assigned A Bill Or Rule Number	62414	Environmental Permitting		2025 January - June	13%
10961	Topics Not Yet Assigned A Bill Or Rule Number	62414	Environmental Permitting		2025 July - December	23%
10963	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	50%
10964	Budget Bill Subjects	1252	Environmental Improvement Program: Clean Water Fund Program Operations		2025 January - June	50%
10964	Topics Not Yet Assigned A Bill Or Rule Number	56952	Environmental Improvement Fund Bonding Authority		2025 January - June	50%
10965	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	50%
10966	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	50%
10967	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	50%
10968	Budget Bill Subjects	1305	Revenue: Collection of Taxes		2025 January - June	5%
10968	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	5%
10968	Legislative Bills/Resolutions	24580	Senate Bill 36	Relating to: an income tax exemption for cash tips paid to an employee. (FE)	2025 July - December	1%
10968	Legislative Bills/Resolutions	24606	Assembly Bill 38	Relating to: an income tax exemption for cash tips paid to an employee. (FE)	2025 July - December	1%
10968	Legislative Bills/Resolutions	25751	Senate Bill 529	Relating to: repeal of obsolete tax credits and tax provisions. (FE)	2025 July - December	1%
10968	Legislative Bills/Resolutions	25779	Assembly Bill 525	Relating to: repeal of obsolete tax credits and tax provisions. (FE)	2025 July - December	1%
10968	Legislative Bills/Resolutions	26126	Assembly Bill 696	Relating to: various changes to the laws governing the practice of accounting and modifying various administrative rules promulgated by the Accounting Examining Board relating to accounting.	2025 July - December	25%
10968	Legislative Bills/Resolutions	26236	Senate Bill 732	Relating to: various changes to the laws governing the practice of accounting and modifying various administrative rules promulgated by the Accounting Examining Board relating to accounting.	2025 July - December	25%
10968	Legislative Bills/Resolutions	26497	Assembly Bill 870	Relating to: adopting changes to the federal Internal Revenue Code for state tax purposes and modifying administrative rules related to such changes. (FE)	2025 July - December	1%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57149	Taxes on Retirees		2025 July - December	1%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57150	Appointments to the CPA Board		2025 January - June	5%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57150	Appointments to the CPA Board		2025 July - December	4%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57152	Regulation and Licensing of CPAs		2025 January - June	40%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57152	Regulation and Licensing of CPAs		2025 July - December	25%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57154	interest rates on tax overpayments and underpayments		2025 January - June	40%
10968	Topics Not Yet Assigned A Bill Or Rule Number	57154	interest rates on tax overpayments and underpayments		2025 July - December	10%
10968	Topics Not Yet Assigned A Bill Or Rule Number	64613	adopting changes to federal Internal Revenue Code for state tax purposes		2025 July - December	1%
10969	Administrative Rulemaking Proceedings	9875	Community substance use services standards; medical assistance certification and reimbursement for certain substance use services		2025 July - December	28%
10969	Legislative Bills/Resolutions	25929	Assembly Bill 604	Relating to: coverage under the Medical Assistance program for incarcerated individuals. (FE)	2025 July - December	23%
10969	Legislative Bills/Resolutions	25943	Senate Bill 598	Relating to: coverage under the Medical Assistance program for incarcerated individuals. (FE)	2025 July - December	23%
10969	Topics Not Yet Assigned A Bill Or Rule Number	62670	Substance Use Prevention and Treatment		2025 January - June	95%
10969	Topics Not Yet Assigned A Bill Or Rule Number	62670	Substance Use Prevention and Treatment		2025 July - December	16%
10970	Legislative Bills/Resolutions	25153	Assembly Bill 271	Relating to: camera monitor systems as an alternative to mirrors for commercial motor vehicles.	2025 January - June	25%
10970	Legislative Bills/Resolutions	25176	Senate Bill 273	Relating to: camera monitor systems as an alternative to mirrors for commercial motor vehicles.	2025 July - December	10%
10970	Legislative Bills/Resolutions	25584	Assembly Bill 458	Relating to: admissibility of expert witness testimony.	2025 July - December	10%
10970	Legislative Bills/Resolutions	25631	Senate Bill 459	Relating to: admissibility of expert witness testimony.	2025 July - December	10%
10970	Topics Not Yet Assigned A Bill Or Rule Number	56975	LRB-3116 : Setting an economic cap on non-economic damages for commercial vehicles		2025 January - June	20%
10970	Topics Not Yet Assigned A Bill Or Rule Number	62847	LRB-1765 Liability exemption for optional equipment on a CMV		2025 January - June	10%
10970	Topics Not Yet Assigned A Bill Or Rule Number	62849	LRB-0345 Recovery of damages for failure to wear a seat belt.		2025 January - June	10%
10970	Topics Not Yet Assigned A Bill Or Rule Number	62850	Mirror Eye Camera Monitoring System exemption in place of outside rear view mirrors.		2025 January - June	30%
10970	Topics Not Yet Assigned A Bill Or Rule Number	64488	LRB 4212 - Private Property Towing fees		2025 July - December	60%
10970	Topics Not Yet Assigned A Bill Or Rule Number	64662	LRB 3318: CDL Training Grant Program Update Bill		2025 July - December	10%
10975	Budget Bill Subjects	1277	Justice		2025 January - June	100%
10976	Legislative Bills/Resolutions	25210	Assembly Bill 296	Relating to: eliminating the 13-week limit on the garnishment of earnings of certain debtors.	2025 July - December	10%
10976	Legislative Bills/Resolutions	25235	Senate Bill 300	Relating to: eliminating the 13-week limit on the garnishment of earnings of certain debtors.	2025 July - December	10%
10976	Legislative Bills/Resolutions	25305	Senate Bill 333	Relating to: increasing certain court fees and surcharges and indexing those amounts for inflation. (FE)	2025 July - December	10%
10976	Legislative Bills/Resolutions	25344	Assembly Bill 320	Relating to: increasing certain court fees and surcharges and indexing those amounts for inflation. (FE)	2025 July - December	10%
10976	Legislative Bills/Resolutions	25377	Assembly Bill 353	Relating to: price transparency in hospitals, restricting certain debt collection actions against patients, and providing a penalty. (FE)	2025 July - December	10%
10976	Legislative Bills/Resolutions	25444	Senate Bill 383	Relating to: price transparency in hospitals, restricting certain debt collection actions against patients, and providing a penalty. (FE)	2025 July - December	10%
10977	Legislative Bills/Resolutions	24741	Senate Bill 104	Relating to: providing safe drinking water in public and private schools. (FE)	2025 July - December	5%
10977	Legislative Bills/Resolutions	24795	Assembly Bill 129	Relating to: providing safe drinking water in public and private schools. (FE)	2025 July - December	5%
10977	Legislative Bills/Resolutions	24811	Senate Bill 128	Relating to: programs and requirements to address PFAS.	2025 July - December	5%
10977	Legislative Bills/Resolutions	25068	Assembly Bill 241	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 July - December	5%
10977	Legislative Bills/Resolutions	25112	Senate Bill 242	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 July - December	5%
10978	Budget Bill Subjects	1334	Veterans Affairs: Departmentwide		2025 January - June	20%
10978	Budget Bill Subjects	1334	Veterans Affairs: Departmentwide		2025 July - December	100%
10978	Legislative Bills/Resolutions	25094	Assembly Bill 250	Relating to: funding for the War Memorial Center and making an appropriation. (FE)	2025 January - June	30%
10978	Legislative Bills/Resolutions	25124	Senate Bill 254	Relating to: funding for the War Memorial Center and making an appropriation. (FE)	2025 January - June	10%
