report_period	filing_id	principal_name	principal_id	lobbyist_name	lobbyist_id	position_kind	bill_label_raw	bill_label_normalized	bill_class	bill_id	bill_title	position_description	num_primary_sponsors	sponsor_lawmaker_id	sponsor_lawmaker_name	sponsor_role	confidence
2025-01-01..2025-04-30	20250523LUPA1394636	The Nature Conservancy in Ohio	org-the-nature-conservancy-in-ohio	Rebecca Mellino	person-rebecca-mellino	bill_referenced	SB 2	SB 2	bill	ocd-bill/3ca8268d-7085-44b8-b1db-07c4dee58f20	Increase power generation; improve Ohio’s electric grid	Increase power generation; improve Ohio's electric grid	1	ocd-person/10733ff7-ee19-4e86-9b5e-65619ddbf7bf	Bill Reineke	primary	direct
2025-01-01..2025-04-30	20250523LUPA1394636	The Nature Conservancy in Ohio	org-the-nature-conservancy-in-ohio	Rebecca Mellino	person-rebecca-mellino	bill_referenced	SB 136	SB 136	bill	ocd-bill/c775d71e-ed25-4644-a5d7-1ce0d27e7bac	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/eb5ff860-2126-4ac5-8267-9d2d924c3967	Brian M. Chavez	primary	direct
2025-01-01..2025-04-30	20250523LUPA1394636	The Nature Conservancy in Ohio	org-the-nature-conservancy-in-ohio	Rebecca Mellino	person-rebecca-mellino	bill_referenced	SB 136	SB 136	bill	ocd-bill/c775d71e-ed25-4644-a5d7-1ce0d27e7bac	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/01a80305-a667-4dda-9676-1e678bddde12	Tim Schaffer	primary	direct
2025-01-01..2025-04-30	20250526LUPA1407336	American Chemistry Council	org-american-chemistry-council	Shawn Nelson	person-shawn-nelson	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2025-01-01..2025-04-30	20250526LUPA1407336	American Chemistry Council	org-american-chemistry-council	Shawn Nelson	person-shawn-nelson	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/4ed8184a-01ff-4bdc-a06c-cbf8b4c73fd6	Angela N. King	primary	direct
2025-01-01..2025-04-30	20250526LUPA1407336	American Chemistry Council	org-american-chemistry-council	Shawn Nelson	person-shawn-nelson	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250526LUPA1407336	American Chemistry Council	org-american-chemistry-council	Shawn Nelson	person-shawn-nelson	bill_referenced	HR 14	HR 14	bill	ocd-bill/82018337-365d-42d0-a552-3b561e171d2b	Urge Congress to ensure toxins and chemicals removed from food	Urge Congress to ensure toxins and chemicals removed from food	2	ocd-person/4817cf28-df1f-4ccc-bc09-25809222e530	Jennifer Gross	primary	direct
2025-01-01..2025-04-30	20250526LUPA1407336	American Chemistry Council	org-american-chemistry-council	Shawn Nelson	person-shawn-nelson	bill_referenced	HR 14	HR 14	bill	ocd-bill/82018337-365d-42d0-a552-3b561e171d2b	Urge Congress to ensure toxins and chemicals removed from food	Urge Congress to ensure toxins and chemicals removed from food	2	ocd-person/64305698-f25c-486e-b57f-00298cfbe15d	Nick Santucci	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 18	HB 18	bill	ocd-bill/702704c4-4450-4d78-a3a4-6c1edb8d5f57	Enact the Ohio Strategic Cryptocurrency Reserve Act	Enact the Ohio Strategic Cryptocurrency Reserve Act	1	ocd-person/854b6ce3-a4e1-46db-959a-aa286e4e8942	Steve Demetriou	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 49	HB 49	bill	ocd-bill/e45e39ac-0edd-4c57-90f8-8f9abd028610	Allow for creation of water improvement districts	Allow for creation of water improvement districts	1	ocd-person/081534e7-8952-47f0-a722-ed627fb32069	Thaddeus J. Claggett	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 54	HB 54	bill	ocd-bill/03729a21-e915-43b7-a8c6-758bf3753c6c	Make appropriations for transportation for FY 2026-27 biennium	Make appropriations for transportation for FY 2026-27 biennium	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 92	HB 92	bill	ocd-bill/9654f62d-3271-4457-bcc6-a7cd1631d37f	Regards unpaid water, sewer, and trash charges at rented property	Regards unpaid water, sewer, and trash charges at rented property	2	ocd-person/d6ca7e4f-dcf2-4aad-a919-a2740bae649a	Riordan T. McClain	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 92	HB 92	bill	ocd-bill/9654f62d-3271-4457-bcc6-a7cd1631d37f	Regards unpaid water, sewer, and trash charges at rented property	Regards unpaid water, sewer, and trash charges at rented property	2	ocd-person/4af0e8db-ad18-424f-abfa-ce31e37c0b7d	Mark Johnson	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 139	HB 139	bill	ocd-bill/cbeb602a-7277-4bdd-ad28-83daded046da	Require specified testing of fire hydrant systems	Require specified testing of fire hydrant systems	1	ocd-person/7948afad-ec3c-4e4c-a073-305fb8cd1b21	Thomas Hall	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 158	HB 158	bill	ocd-bill/dcc78890-0987-4dfb-87e6-cd8d0b9c653c	Enact the Consumer Utility Billing Transparency Act	Enact the Consumer Utility Billing Transparency Act	2	ocd-person/170299dd-f2e4-463e-8b8b-ea3b75946120	David Thomas	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 158	HB 158	bill	ocd-bill/dcc78890-0987-4dfb-87e6-cd8d0b9c653c	Enact the Consumer Utility Billing Transparency Act	Enact the Consumer Utility Billing Transparency Act	2	ocd-person/993f089c-60bf-418d-9704-fa92e4f01c71	Sean P. Brennan	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 182	HB 182	bill	ocd-bill/8e1dd913-af13-4383-b805-945d34ab3543	Prohibit public water system from adding fluoride to its water	Prohibit public water system from adding fluoride to its water	1	ocd-person/1dcb1bfa-861d-4d16-8d7d-02364e1b4def	Levi Dean	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 227	HB 227	bill	ocd-bill/15a2c24f-d963-44c8-9c8a-a861692d0274	Modify excavation requirements	Modify excavation requirements	2	ocd-person/4af0e8db-ad18-424f-abfa-ce31e37c0b7d	Mark Johnson	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	HB 227	HB 227	bill	ocd-bill/15a2c24f-d963-44c8-9c8a-a861692d0274	Modify excavation requirements	Modify excavation requirements	2	ocd-person/062b9622-c2fa-4af2-bbea-704f0450dd47	Monica Robb Blasdel	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	SB 8	SB 8	bill	ocd-bill/68d4591e-1728-4b46-bfbd-8cd24ad9537f	Prohibit paid public employee leave for certain union activities	Prohibit paid public employee leave for certain union activities	1	ocd-person/b21d9dcd-21e9-4071-936d-f89fc5d8f643	Stephen A. Huffman	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	SB 45	SB 45	bill	ocd-bill/32d4b43f-b688-469a-aaf6-da5aa45e17bf	Expand eligibility for county sewer discounted rates or charges	Expand eligibility for county sewer discounted rates or charges	1	ocd-person/94ba65dd-57c5-4ab0-b607-5e310d50cae0	Catherine D. Ingram	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	SB 57	SB 57	bill	ocd-bill/8dbd4452-d3e7-46d6-b75e-05e90ea48d13	Enact the Ohio Bitcoin Reserve Act	Enact the Ohio Bitcoin Reserve Act	1	ocd-person/d665e333-f7e3-43e2-b440-17920f62c60b	Sandra O'Brien	primary	direct
2025-01-01..2025-04-30	20250527LUPA1407982	Ohio Rural Water Association	org-ohio-rural-water-association	Ronald Romito	person-ronald-romito	bill_referenced	SB 118	SB 118	bill	ocd-bill/67b85047-9187-4600-822d-443bdd3aa109	Regards lien limits for unpaid water, sewer, disposal services	Regards lien limits for unpaid water, sewer, disposal services	1	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Competency Restoration	Behavioral Health / Competency Restoration	subject			Competency Restoration (Attorney General)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health	Behavioral Health	subject			Behavioral Health Handbook (Auditor of State)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / ADAMH	Behavioral Health / ADAMH	subject			ADAMH Board data (Governor)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Biennial budget/HB 96 (Governor)	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Opioid / OneOhio	Opioid / OneOhio	subject			OneOhio (Governor)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Recovery	Behavioral Health / Recovery	subject			Recovery Ohio (Governor)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Mental Health / Addiction	Mental Health / Addiction	subject			Mental Health and Addiction Conference (Health)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / ADAMH / Medicaid	Behavioral Health / ADAMH / Medicaid	subject			ADAMH Board data (Medicaid, Department of)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Medicaid / Managed Care	Medicaid / Managed Care	subject			Managed Care (Medicaid, Department of)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Medicaid / Data	Medicaid / Data	subject			Medicaid Data (Medicaid, Department of)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Medicaid / OhioRISE	Medicaid / OhioRISE	subject			OhioRISE (Medicaid, Department of)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Mental Health / 988 Crisis Line	Mental Health / 988 Crisis Line	subject			988 implementation (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / ADAMH	Behavioral Health / ADAMH	subject			ADAMH Board Data (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Budget / Appropriations	Budget / Appropriations	subject			Appropriations (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Biennial budget/HB 96 (Mental Health & Addiction Services)	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / CCBHCs	Behavioral Health / CCBHCs	subject			Certified Community Behavioral Health Clinics (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / ORC Chapter 340	Behavioral Health / ORC Chapter 340	subject			Chapter 340 Recommendations (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Community Plans	Behavioral Health / Community Plans	subject			Community Plans (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Competency Restoration	Behavioral Health / Competency Restoration	subject			Competency Restoration (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Crisis Services	Behavioral Health / Crisis Services	subject			Crisis Services (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Crisis Text Line	Behavioral Health / Crisis Text Line	subject			Crisis Text Line (Mental Health & Addiction Services)	0				subject_only
2025-01-01..2025-04-30	20250528EUPA1412254	Ohio Association of County Behavioral Health Authorities	org-ohio-association-of-county-behavioral-health-authorities	Christina Shaynak-Diaz	person-christina-shaynak-diaz	subject_general	Behavioral Health / Federal Funding	Behavioral Health / Federal Funding	subject			Federal Block Grants (Mental Health & Addiction Services)	0				subject_only
